,headlines,text,source,link
15544,MIs Ben Cutting gets engaged to Miss World Australia Erin Holland,"Mumbai Indians Australian all-rounder Ben Cutting got engaged to his girlfriend and former Miss World Australia Erin Holland after dating for four years. The duo shared their pictures on social media, with Cutting writing, She said yes, and Holland saying, It was always yes. Cutting proposed to Holland at Palm Beach on the Gold Coast.",CricTracker,https://www.crictracker.com/ben-cutting-gets-engaged-to-girlfriend-erin-holland/
15545,"Sonia, Rahul to attend PM Modi's swearing-in ceremony: Report","UPA chairperson Sonia Gandhi and Congress President Rahul Gandhi will attend PM Narendra Modi's swearing-in ceremony at Rashtrapati Bhavan on Thursday, ANI reported. Heads of regional parties have also been invited for the swearing-in ceremony. Leaders of the Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation (BIMSTEC) member countries will also attend the ceremony.",Times Now,https://www.timesnownews.com/india/article/upa-chairperson-sonia-gandhi-to-attend-pm-narendra-modi-s-swearing-in-ceremony/427560?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15546,"Robert Mueller, US official who led Russia meddling probe, resigns","Robert Mueller, the Special Counsel who was appointed to investigate alleged Russian meddling in the 2016 US presidential elections, announced that he is formally closing counsel's office and resigning from Justice Department. Mueller's report had failed to prove any meddling by Russia. ""Charging US President Donald Trump with a crime was not an option we could consider,"" he said.",Twitter,https://twitter.com/Reuters/status/1133750656844615680?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15548,Muslim family changes son's name from Narendra Modi to Mohd Modi,"A Muslim family in Uttar Pradesh's Gonda who had named their newborn son Narendra Modi has changed his name to Mohd Altaf Alam Modi. The boy's mother, Mehnaaz Begum, said some family members had refused to be a part of post-birth ceremonies due to the name. Further, doctors said the baby was born on May 12 and not May 23.",Times Now,https://www.timesnownews.com/the-buzz/article/muslim-mother-changes-name-of-son-named-after-prime-minister-narendra-modi-under-societys-pressure/427512?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15549,"If I had to be an Indian bowler, I would be Ishant: Jofra Archer","England pacer Jofra Archer has said if he wanted to be an Indian bowler, it probably would be Ishant Sharma. ""Ishant spent last summer with us at Sussex and he...reminds me of myself. He swings the ball in and doesn't swing it away too much...so I think both of us are same as he is also tall,"" the 24-year-old added.",The Quint,https://www.thequint.com/sports/world-cup/jofra-archer-indian-idol-ishant-sharma-world-cup?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15551,Had to step over a dead body to reach Everest summit: Climber,"As the death toll on Mount Everest reached 11 this season, climber Elia Saikaly revealed he saw dead bodies enroute and in tents during his ascent. ""There were 200-plus climbers...a person's body was fixed to an anchor between two safety lines and every single person that was climbing towards the summit had to step over that human being,"" Saikaly said.",The Guardian,https://www.theguardian.com/world/2019/may/28/walking-over-bodies-mountaineers-describe-the-carnage-at-the-top-of-mount-everest?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15552,Rape case can be quashed if accused weds victim: Kerala High Court,"Kerala High Court has said such rape cases can be quashed in which the allegation was that the accused had sexual intercourse with the woman's consent on the promise of marriage, if the accused later marries her legally. Justice R Narayana Pisharadi issued the order while quashing a rape case against a man from Pathanamthitta, who later married the woman.",The New Indian Express,http://www.newindianexpress.com/states/kerala/2019/may/29/rape-case-can-be-quashed-if-accused-marries-victim-kerala-hc-1983142.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15553,PM Modi visits Jaitley's residence after he opts out of cabinet,"PM Narendra Modi on Wednesday night visited outgoing Finance Minister Arun Jaitley's residence after the latter requested not to be included in the new Union Cabinet over ill health. Reports said PM Modi asked Jaitley to reconsider his decision ahead of the swearing-in ceremony on Thursday. ""I should be allowed a reasonable time for my treatment,"" the 66-year-old had said.",ANI,https://twitter.com/ANI/status/1133755402183761926?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15554,'Buddhist bin Laden' charged with sedition in Myanmar,"Myanmar monk Wirathu, also dubbed as the 'Buddhist bin Laden', has been charged with sedition over the defamatory remarks he made about State Counsellor Aung San Suu Kyi. An arrest warrant has been issued against Wirathu but his whereabouts are unknown. Wirathu has long been accused of inciting violence against Myanmar's Muslim minority, in particular against the Rohingya Muslims.",RT,https://www.rt.com/news/460522-buddhist-bin-laden-myanmar/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15555,What are rare earths and how are they involved in US-China trade war?,"Rare earths are a group of 17 elements used in the production of drugs, smartphones, military equipment and electric cars among others. Chinese newspapers reported their country, which accounts for around 70% of global production, is considering restricting rare-earth exports to the US. The US has relied on China for about 80% of its rare-earth imports between 2014 and 2017.",The Guardian,https://www.theguardian.com/business/2019/may/29/us-china-trade-what-are-rare-earth-metals-and-whats-the-dispute?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15556,Tej not responsible for RJD's defeat: Raghuvansh Prasad,"Rashtriya Janata Dal's (RJD) Raghuvansh Prasad Singh on Wednesday said party leader Tej Pratap Yadav wasn't responsible for party's defeat in Bihar. ""I never blamed Tej for this defeat. One man isn't responsible...as it happened all over India,"" he added. In Lok Sabha elections, RJD didn't win a single parliamentary seat in the state.",ANI,https://www.aninews.in/news/national/politics/tej-pratap-yadav-not-solely-responsible-for-rjds-debacle-in-ls-polls-raghuvansh-pratap-singh20190529131613/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15557,"BJP didn't open account in Kerala, no leader will join it: Cong","Congress leader Ramesh Chennithala asserted that despite several attempts, BJP couldn't open its account in Kerala in the recently concluded general elections and that no ""important leader or worker"" will join the BJP in the state. Speaking on Congress leader AP Abdullakutty praising PM Narendra Modi, Chennithala said suitable action will be taken after receiving his explanation on the remarks.",ANI,https://www.aninews.in/news/national/politics/bjp-didnt-open-account-in-kerala-no-leader-will-join-the-party-ramesh-chennithala20190529161338/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15558,All 22 MPs will push for special status for Andhra: YSRCP,"The YSRCP asserted that all the 22 MPs of the party will push for special category status for Andhra Pradesh at the Centre. MP-designate from Visakhapatnam, MVV Satyanarayana said party chief YS Jagan Mohan Reddy has taken the issue ""very seriously"". Thanking voters for electing him, Satyanarayana added that YSRCP is vowed to transform Visakhapatnam into a world-class city.",ANI,https://www.aninews.in/news/national/general-news/all-22-mps-will-push-for-special-category-status-for-ap-ysrcp20190529173154/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15559,Don't politicise invitation to killed BJP workers' kin: Vijayvargiya,"BJP leader Kailash Vijayvargiya said that there's ""no need to politicise"" PM Narendra Modi's oath-taking ceremony invitation to the kin of BJP workers allegedly killed in West Bengal violence. The BJP has invited families of around 50 such workers to the ceremony. Earlier, state CM Mamata Banerjee refused to attend the ceremony, terming reports of BJP workers' political murders ""untrue"".",ANI,https://www.aninews.in/news/national/politics/no-need-to-politicise-invitation-of-slain-bjp-workers-kin-vijayvargiya20190529180327/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15560,Huawei files motion to declare US ban 'unconstitutional',"World's largest telecom equipment maker Huawei filed a motion in a US court to declare National Defense Authorization Act (NDAA), used by US President Donald Trump's administration to ban it, as ""unconstitutional"". NDAA illegally targets ""without opportunity for rebuttal or escape"", Huawei said. It provides no opportunity to present evidence as defence, it further added.",Reuters,https://in.reuters.com/article/huawei-tech-usa-filing/refile-huawei-asks-u-s-court-to-declare-defence-bill-unconstitutional-idINKCN1SZ08M?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15561,"Google contractors work overtime without pay, allege employees","Some former and current Google employees told The Guardian that several subcontractors working for Pygmalion, team behind producing Assistant's linguistic data sets, have been routinely pressured to work unpaid overtime for years. Calling it exploitative, a current employee reportedly said, ""I don't use the Google Assistant. I know how it's made...I cant support it"".",The Guardian,https://www.theguardian.com/technology/2019/may/28/a-white-collar-sweatshop-google-assistant-contractors-allege-wage-theft?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15562,Six teenagers start own gardening startup Phoolvari in Delhi,"Six teenagers began a gardening startup Phoolvari in Delhi, while still in school, YourStory reported. The brainchild of 17-year-old GD Goenka Public School student Vanshaj Chhabra, Phoolvari was conceptualised at a recent pitch competition organised by the Delhi-NCR chapter of global programme TYE. Launched this May, Phoolvari offers landscaping services, and gardening tips, among other services.",YourStory,https://yourstory.com/2019/05/student-entrepreneurs-delhi-gardening-startup-phoolvari?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15563,Russia loses $542mn over failed rocket launches from 2010-18,"The Russian government has revealed it incurred a total loss of around 35 billion rubles (around $542 million) owing to failed rocket launches between 2010-18. The figure is around 13 times more than what was spent on insurance, with over 10 billion rubles uncovered by insurance. ""There were 11 failed launches of spacecraft during this period,"" Russia stated.",Times Now,https://www.timesnownews.com/technology-science/article/failed-rocket-launches-cost-russia-542-million-between-2010/427074?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
